Score,ID,Text
1,834,Slightly longer than planned due to forgetting about the rugby World Cup _ôÖ‰ but a good final long runäó_ https://t.co/qNkIDUKebL
0,47,A316 partially closed tomorrow for England vs France Rugby World Cup warm-up http://t.co/9jwgRszky6 #London http://t.co/ZuZtlvxhEx
2,805,Awesome atmosphere at the Richmond Fan Zone! #RWC2015 #RWCFINAL @ Rugby World Cup Fanzone Richmond https://t.co/OWSEEla3dQ
2,541,saya hatrick semalam hehe _ôÖÅ @ Rugby World Cup Olympic Stadium South Africa V USA https://t.co/BFoMt0iC4Y
0,383,A little Rugby World Cup action supporting Les Bleus & my hubby! #RWC2015 #AllezLesBleus _ôˆ‚_ôˆ‡ @ Queenäó_ https://t.co/L91zF6Bqfk
-1,102,BBC Sport - Rugby World Cup final win defines New Zealand as sporting giants https://t.co/2qh5xNlfnb
2,671,Rugby World Cup Final with Big Rich and the bro (photo curtesy of the mother) #RWC2015 #RWCfinal @äó_ https://t.co/2WhWHmma4F
2,683,Biggest attendance at a Rugby World Cup match in history! Great game  Ireland looking good _ôˆ¬_ôˆÈäó_ https://t.co/WC2VaD0JAp
2,147,Getting Louis's fan clothes ready for the Rugby World Cup. @ Heathrow Terminal 2 : The Queenäó»s Terminal https://t.co/3EW8GkB3qW
-1,1055,Pretty impressive crowd at Wembley considering the Rugby World Cup semis are this weekend in London  too.
0,829,Just a short one to soak up the Rugby World Cup fin... I just finished walking 3.02 km in 40m:39s with #Endomondo https://t.co/22uoYLHQDv
2,769,Oh shit...._ôÖ‹ #gameday #final #rugby #world #cup #rwc #twickenham #cheers @sidmallya @ London  Unitedäó_ https://t.co/h73ZDR3twJ
2,933,Come on Ireland! - Drinking a Murphy's Irish Stout @ Rugby World Cup Fanzone - http://t.co/cSufkPiyqK #photo
2,365,ek was daar - period! Listen to Big In Japan (Culture Mix) by Alphaville #hkgk @ Rugby World Cupäó_ https://t.co/fEAxxSLxXl
1,209,#madeofrugby jimmy t can't get enough of the rugby World Cup! #carrythemhome @FullersEvents @jdswaine #rwc2015 http://t.co/4S4ZSojjlP
1,450,Looking after the #foreigners team MacDonald x @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/N4LyVQmar1
-1,606,Lil #tbt to rugby world cup semi finals the weekend #rsavsnz #semifinals #bokke #proudlysouthafricanäó_ https://t.co/qmfriMRlH8
0,132,So Happy!!! Wearing asos to meet two legends from the rugby World Cup winning team 2015 #bucketlistäó_ https://t.co/xRV7VuNWrP
1,850,BACK TO BACK BABY _ôèÊ #ALLBLACKS #RWC2015 #trafalgarsquare @ Rugby World Cup 2015 Fan Zone Trafalgaräó_ https://t.co/rdHZrAk32c
2,625,Lovely to see Rugby World Cup again! Good luck to whoever won it next Sat! #rugbyworldcup2015 @äó_ https://t.co/SFhikTgTYa
1,1144,Rugby World Cup! South Africa v Japan at The Amex Stadium  Brighton. Come on The Bokke! #rwc2015äó_ https://t.co/UhHaWSUoll
0,252,Rugby World Cup at the Millennium  Cardiff. Second day and it's Ireland v Canada view of Jonny Sextonäó_ https://t.co/U36PAwpL6y
2,118,The Final Rugby World Cup 2015 All Blacks V Wallabies   El mejor espectíçculo del mundo. Que gane eläó_ https://t.co/jx3zJLakGm
1,73,Totally making use of the set whilst watching the World Cup #rugby #worldcup #projection #NZLVAUS @äó_ https://t.co/lITHkw4OJh
-2,5,Fasi di gioco durante Irlanda - Italia | Rugby World Cup England 2015  Il calcio piazzato di Tommasoäó_ https://t.co/EsK7LMaVEj
-2,113,"""""Rugby World Cup 2015: England win over Fiji a 'massive relief' - BBC Sport"""""""" #feedly http://t.co/MJUoW39Ho3"""""""
2,29,Work ain't so bad.....curry and Rugby World Cup Final 2015. Happy days. _ôïë_ôè_äìë_ôè_¥Ÿè_ôÍÅ_ôè_ COME ON YOUäó_ https://t.co/kGX2LRCW0O
1,221,Rugby World Cup   We're on the last day of the voting stage of this year's Love London Awards andäó_ https://t.co/cQvPJ88XIL
2,2,Con el bomber della World Rugby Cup un Puma un fuori classe @ London Irish At Hazelwood https://t.co/hCr31qXzEr
1,903,In the Olympic Stadium press room ready for tonight's Rugby World Cup match #brandonfoto #olympicäó_ https://t.co/UciOGfzYqz
0,193,Giant balls installed around Twickenham ahead of Rugby World Cup 2015 http://t.co/Am9LyR91Gy #London http://t.co/3UaYuKkTEb
2,618,Rugby  beer & street food.....see you at the Brewery Taproom for all the England World Cup matches #RugbyWorldCup http://t.co/Ugw1uD05lD
2,165,A bit of a queue at the train station heading to the Rugby World Cup. Luckily I'm just heading home.äó_ https://t.co/IXOEvvaiYB
2,629,Rugby World Cup: Hawk-Eye technology ready for big decisions #rwc2015 #rugbyunited http://t.co/K0GIc93Bys
-1,185,Better than Guinness? - Drinking a Murphy's Irish Stout @ Rugby World Cup Fanzone - http://t.co/pgUiWlFQtG #photo
-1,410,Rugby World Cup (little bit turned on by Argentina) @ Wembley Stadium  New Zealand v Argentina  2015äó_ https://t.co/rGmFFWJplI
2,153,"""""Rugby World Cup ticket prices drop following England exit"""""""" #finance #feedly http://t.co/EJ3Onc4dZh"""""""
1,640,Tra 89mila tifosi. #rwc2015 @ Wembley Stadium  New Zealand v Argentina  2015 Rugby World Cup https://t.co/W4nKrJkIYf
1,231,In the final game of this year's Parliamentary Rugby World Cup the Commons & Lords beat Japan 27-17. We'll do it all again in Tokyo in 2019
0,632,Not watching England vs Wales Rugby World Cup tonight? Join us for an incredible night or food andäó_ https://t.co/7esYHG7I6p
1,376,Hate to say this but
0,102,@BBCSport @BBCOne Why cos u dont have the Rugby World Cup. This phone says no. Bog off and sell Wimbledon.
1,715,Lovely walk taking in the Rugby World Cup Semi Fina... I just finished walking 3.80 km in 48m:26s with #Endomondo https://t.co/nAKtaGZieN
-1,398,WE should've done this! Wales above France!?! äóì@TelegraphRugby: Rugby World Cup shirts ranked http://t.co/WfnbqmXVhn http://t.co/SEvL3AfRgpäóù
0,272,Rugby World Cup winner Jonny Wilkinson gives masterclass to... http://t.co/zbaOqwG52K #Maldon #Essex http://t.co/q6erGfZh6Y
0,364,Another day  another Rugby World Cup match! This time South Africa v Argentina in the 3rd placeäó_ https://t.co/O0WU7xDmSh
1,188,Cloudy morning in the Olympic park picking up our UK Sports kit from Wheelchair Rugby World Cup http://t.co/smirVOOonF
2,502,Last game for me at The Rugby World Cup 2015! Bronze Final RSA v Argentina @ Queen Elizabeth Olympicäó_ https://t.co/ezBwP9yE39
2,59,Excuse the bad pic but I was very excited to see the Rugby World Cup trophy drive past me thisäó_ https://t.co/cULQqwE0GC
2,265,Rehearsal for Rugby World Cup Semi Final pitch position on OSN Sports #RWC2015 #Twickenham @äó_ https://t.co/JqS1tobJLc
1,120,Rugby World Cup Final Halloween PARTY @TheAlma_N1 59 Newington Green Road N1 4QU  THEME : Zombieäó_ https://t.co/39zlG93pou
2,109,Going to one of my two venues today to test and make ready the operation for the Rugby World Cup.äó_ https://t.co/BEZgw4p42k
2,352,LIVE äó¢ Rugby World Cup || All Blacks fans drinking Yerba Mate Taragí_i yerbataragui @allblacksäó_ https://t.co/gBp60eJWTu
2,240,Lista para alentar _ôïë_ôèé_ôïë_ôèé_ôïë_ôèé _ôÖç nos vemos en wembley _ôÖÖ @ Offical Rugby World Cup Store https://t.co/QUdd0hkuD5
1,402,Rugby World Cup Final Halloween PARTY @TheAlma_N1 59 Newington Green Road N1 4QU   THEME : Zombieäó_ https://t.co/iwQk608uJR
-1,925,USA USA USA! Come on you eagles! Rugby world cup #rwc2015 @ Brighton Comunity Stadium https://t.co/eMWD8cQOkH
0,1003,Rugby World Cup match between New Zealand and Argentina (@ Wembley Stadium in Wembley  Greater London) https://t.co/2dvQFCveWt
2,847,Proudest ever! _ôˆ__ôˆŸ_ôè__ôèÊ #RWC2015 #usavsamoa #bluenation2015 @usarugby @ Rugby world cup Samoa v USA https://t.co/7xIV45g6zY
-1,607,Haka from last night. #latergram @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/XLLKFs263h
2,405,World Cup selfie. #selfie #rugby #london #wembley #fans #rwc2015 #nzvsarg @ Wembley Stadium https://t.co/Ug4TBGnUPJ
2,530,Got my media best and pass for the Rugby World Cup  finished the media brief now I can't wait toäó_ https://t.co/LKneX3ZpX5
2,277,Millennium Stadium lit up last night for the Rugby World Cup #London #rwc2015 I do enjoy my walksäó_ https://t.co/V1yjmRHSmh
1,282,Into the Olympic Stadium for Argentina vs South Africa in the Rugby World Cup https://t.co/S1MbAhcnph via @audioBoom #london #rwc #2015
0,590,Rugby World Cup SA vs JAP #amex #beer #cheers @ The Amex Stadium - Brighton and Hove Albion Fc https://t.co/92YS2Lzsb1
1,277,World Cup winner Simon Shaw passes on tips to Thurrock Rugby Club stars of ... https://t.co/8ryWAbWy3v #Thurrock https://t.co/0UUo2nry5Q
0,899,I think when it comes to Rugby World Cup advertising we definitely won! Some seriously good ad shit going on.
1,281,Fasi di gioco durante Irlanda - Italia | Rugby World Cup England 2015  Tifosi italiani festeggiano iläó_ https://t.co/tvXVHNwppN
2,288,Fasi di gioco durante Irlanda - Italia | Rugby World Cup England 2015  Il calcio piazzato di Tommasoäó_ https://t.co/rigbA9AfVd
2,536,See us RWC #RSAvARG #RWC2015 #OlympicStadium #London @ Rugby World Cup 2015 Bronze Final - Southäó_ https://t.co/Y8szf53KX0
1,680,Cukup syarat dh sampai stadium Rugby World Cup 2015. Kelia. @ Queen Elizabeth Olympic Park https://t.co/HdPr75ZtNT
1,143,Nice chilled Friday evening with a Papa John's while watching the Rugby World Cup!! Come on England @äó_ https://t.co/N3XZAlEX6d
2,712,Argentina v New Zealand #RWC2015 @ Wembley Stadium  New Zealand v Argentina  2015 Rugby World Cup https://t.co/Ji3ZXjk7qr
1,119,Even the Royal spoon fed Gargoyles have found time for the Rugby World Cup ! @ Windsor  Berkshire https://t.co/xe3lpF2rx0
2,280,Fasi di gioco durante Irlanda - Italia | Rugby World Cup England 2015  Il calcio di punizione nonäó_ https://t.co/CLbPWpc8qG
-1,529,@bbcrugbyunion  Head of Rugby press must be a Welshman with the coverage they have received pre World Cup and during the Tournament. ??
2,639,Live Irish band in a pub after Hamlet and the Rugby World Cup on Halloween tops off by far theäó_ https://t.co/W8oDv2ZwgM
2,876,Cheeky bit of World Cup Rugby. Corporate hospitality _ôÖ__ôïç_ôèé (@ Twickenham Stadium in Twickenham  Greater London) https://t.co/DXBn80SZ4D
-1,392,Well  the Beer and Cider Festival was heaps of fun  now we've got the Rugby World Cup to plan! #rugbyfamramham
1,532,The winning kick! Amazing  not guts no glory! Well done Japan! #rwc2015 @ Rugby World Cup Southäó_ https://t.co/cT6gdv35Nd
-1,713,Non so ancora adesso cosa ho mangiato. @ Wembley Stadium  New Zealand v Argentina  2015 Rugby World Cup https://t.co/I5QegN8zs4
2,266,New Zealand vs Namibia  #rwc2015 #london @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/j0rb7btDlk
1,514,Mark Lawrenson would probably blame Balotelli for England Rugby getting knocked out in group stage of their own world cup.
2,1062,Cracking day in the park. Ready to start my new life as an Irish fan! (@ Rugby World Cup Fanzone) https://t.co/svgyujXLDB
-2,949,Happy Halloween! Watch the Rugby World Cup 2015 Final & then live music tonight @havenarms. Free shotäó_ https://t.co/JwZJcPCKgN
-1,580,I haven't watched a single Rugby World Cup match where there hasn't been a bad call from the ref. How do you get video replays wrong? How?!
1,515,New York Jets vs Miami Dolphins... After the Rugby World Cup unofficially ended last night  a muchäó_ https://t.co/XbEDHEDKPK
0,673,Making car parks look good since 2009. Rugby World Cup 2015. Bulls Field. Twickenham Stadium.äó_ https://t.co/7QKdiYmbO1
1,172,Few days left to come & enter in to a competition to win tickets to the Final of Rugby World Cup 2015 #CarryThemHome http://t.co/Ec2BwK8OPf
-1,330,One last World Cup game and I got to spend it with these chaps #SAvARG #Rugby #RWC #RWCfinal #RWC2015äó_ https://t.co/UkhgIzJElz
-1,395,Totalment suporters de la world rugby cup i del seu ambientíæs que suposa ! Desprí©s de les primeresäó_ https://t.co/iMDudA7EFE
-2,432,Showtime! #IRE #ITA #rwc2015 #RugbyBeo @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/y1w10qwzf7
-1,183,Boris Johnson woos Japan with tea and sympathy over rugby World Cup exit http://t.co/MT6Q3yz2My #London http://t.co/JRnXL6dnoE
1,175,New Zealand V South Africa Rugby World Cup Semi Final #London #England #EllisCup #NZLvSAäó_ https://t.co/uXXmwjjFkD
1,434,Book your table for RUGBY WORLD CUP in advance and get a free bottle of Heineken per person #CarryThemHome
2,47,__ ãçã‰_Ÿ _Ç___Ÿ __ _ê_____é_Ÿ_Ÿ _Ëãó__ãƒ___Ç_Ÿã‰ Rugby World Cup! _ô__ãÅ_µ__ã€  __ãÅ_µ__ ãó_µ___±_Ÿ!_ôè_:) #__ã‰___ê_____é_Ÿãè #ãó_µ___±_Ÿ #_Á_____é_Ÿãèäó_ https://t.co/9SfoUnDwXO
1,570,Mi hanno regalato il pallone del pub sponsor anche della RUGBY WORLD CUP 2015 @ The Blackbird  Earlsäó_ https://t.co/2lPjC8ZjpT
2,77,Rugby World Cup USA vs South Africa _ôè_ with tomdyerucf love a bit of live sport watching  getting myäó_ https://t.co/6T8zIDQzBz
2,34,Post match Galles vs Sudafrica molto arbitraria ahaha souvenirs RUGBY World Cup @ Twickenham Stadium https://t.co/XObfBLP57e
0,64,USA USA USA USA! #rwc2015 @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/aHxe8a2M9T
2,265,Doing our bit for the Rugby World Cup 2015. Bulls Field car park looking like main field. #bullsfieldäó_ https://t.co/jQW1uh4zgK
2,540,At last somewhere showing England v Australia Rugby world cup game in New York #rugbyworldcup2015 #bakerstreetny
2,248,Wembley Stadium  New Zealand vs Argentina. First of four Rugby World Cup games I'm going to! #rwc2015äó_ https://t.co/lw4tdRYuEh
1,285,Australia 35-Scotland 34 (Ni los gritos los salvaron del minuto 79!) Quarter Final  Rugby World Cupäó_ https://t.co/cFjYLDpJ5v
2,104,Wembley Stadium  New Zealand vs Argentina. First of four Rugby World Cup game I'm going to! #rwc2015äó_ https://t.co/lw4tdRYuEh
1,8,Fasi di gioco durante Irlanda - Italia | Rugby World Cup England 2015  Abbiamo giocato davvero bene äó_ https://t.co/e2L0ETFYdn
0,159,Opening game of the Rugby World Cup! _ôè_  best day ever! #rwc2015 #rwc #rwc15 #twickers #twickenhamäó_ https://t.co/1hW8ZCb52C
1,33,Lib Dem councillors upset after Rugby World Cup volunteer applications turned down http://t.co/SyE8e8uu8s #London http://t.co/vRHUwb4aK0
1,902,Great to meet Rugby League legend Sam Burgess. Will he make the England's World Cup squad? @ JWäó_ https://t.co/CHpv6bPpJU
1,476,öŸ_öŸ£öŸ£öŸ¢öŸ_öŸÅöŸ_öŸÂöŸîöŸµ öŸÈöŸ»öŸ_öŸçöŸÈöŸ_öŸ¢ ö_óöŸÅöŸçöŸÈöŸ»öŸŸöŸÅ. #rwc2015 #NZLvsNAM @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/rg3YnPr6ww
1,327,Top night! _ô»ë_ôè__ô»ë_ôè_ #RWC2015 #RWCFINAL @ Rugby World Cup 2015 Fan Zone Trafalgar Square London https://t.co/HrDK1xxTp3
2,158,Atmosphere as the Rugby World Cup bronze medal match between Argentina and South Africa reaches it... https://t.co/1zRq3zSrrz via @audioBoom
-1,13,"Heatham House youth centre used as Rugby World Cup """"""""Drunk Tank"""""""" http://t.co/ULIxS9KXFG #London http://t.co/OUQpwk6wAK"""""""
0,414,Good to interview @qprfc fan @yardem last night ahead of the Rugby World Cup starting tomorrow!äó_ https://t.co/w64HzMQbR4
1,411,Nice wee gift from work. Less than four weeks until the greatest Rugby Word Cup ever! #rugbyäó_ https://t.co/wnhdUWHWtJ
2,345,Opening of works cup @ Twickenham Rugby Staduim https://t.co/enwuYI1b52
0,722,That's a cool cup #notguinness #becks #twickenhamstadium #rugby @äó_ https://t.co/zJeJNoYrKA
0,462,"Great to hear first hand about WINNING a rugby word cup from rugby legend """"""""smokin"""""""" Joe Stanley winneräó_ https://t.co/oD1VdgPosq"""""""
0,53,Pun-tastic headline in @DailyMirror today: French rugby players disappointed by their Croydon World Cup base http://t.co/SSanoLgY2z
0,152,Rugby World Cup at Twickenham Stadium- One Messy Great Night Even Though England Lost_ôè__ôçé_ôïë_ôè_ #londonersäó_ https://t.co/kCmqHebyXl
-1,55,Semi-finalists in the Smallest Club Rugby World Cup and got to meet Sir Clive Woodward @CSSCBarbarians http://t.co/3SqkGRAz4S
1,319,Just seen Richard Branson. So now we need to win and it will be an excellent day! (@ Rugby World Cup Fanzone) https://t.co/TyWWoxPT6Y
-2,851,New Zealand and Namibia - World Rugby Cup - Drinking a Murphy's Irish Stout @ Olympic Stadium - http://t.co/JiWWyk7pQG #photo
2,100,The @SunSport team is demolishing a box of @SquarePie Rugby World Cup pies. Spicy Springbok Sausage wins for me! http://t.co/zqgNYoFyaZ
0,441,Nemani #Nadolo - a gentleman and what a rugby player. Pleased for him he scored - and he's in my fantasy World Cup team. Fist pump #ENGvFIJ
-1,180,Rugby World Cup Wine Tasting Tonight Who will win? Includes @kleine_zalze @coatesandseely @jacksonestate @CrusBourgeois @wirrawirrawines
1,579,Rugby World Cup Old Deer Park Fan Zone from afar https://t.co/G31CeQBu9o via @audioBoom #rwc #fanzone #olddeerpark
1,219,Public and press gallery's packed to the nines at the #cairnstrial with rugby World Cup fans getting their dose of drama off the field.
-1,143,First time at this stadium. Going to see a rugby world cup match! (@ Olympic Stadium in Stratford  Greater London) https://t.co/480Za9gsj6
2,813,Evening off. #itfc on Sky  but Rugby World Cup starts  so no chance I'm gonna find anywhere to watch it. Oh the injustice of it all!
0,528,Feel bad for England fans  but the Rugby World Cup isn't over.. Pick your second team and lend them your support! #ENGvAUS
2,189,Amazing day with the Rugby World Cup Trophy Tour  got to visit the poppy factory & even make a loadäó_ https://t.co/zghey3jNPO
2,62,Braintree couple release Rugby World Cup anthem 'One Nation One... http://t.co/FLgsa0HIBb #Maldon #Essex http://t.co/M2JJ0XwZpd
0,406,Please note: The Hammersmith Ram has no official part in organising the mass event that is the Rugby World Cup. We're just representin'!
-2,54,Meneghin Fine Chocolate supports England in the Rugby World Cup. What a great game! #RugbyWorldCup #carrythemhome #englandrugby #ENGvFIJ
-2,199,Not ONE of #Uruguay rugby squad has World Cup experience - and they have to play Wales  England  Australia and Fiji :/ #WALvURU  #RWC2015
-1,663,Socií©tí© Gí©ní©ralí© branded seats on the Waterloo and City line for the Rugby World Cup #oneteam #onedream #wearethebank http://t.co/GYuObFFqDM
-1,350,@SW_Trains U disgust me reducing 8 car trains to 4 on wknds & on Rugby World Cup match days. Could hardly squeeze on. http://t.co/OUCgutNn6t
1,245,Rugby Premiership cup was on campus today. Very cool! http://t.co/IZIizhUfb8
2,68,Why is the rugby world cup officiating so bad? The TMOs have video replays  and they STILL get it wrong multiple times per game.
2,153,Walking into Queen Elizabeth Olympic Park for the Rugby World Cup Bronze Medal match https://t.co/GQ109grvAm via @audioBoom #london #rwc
2,489,"Sad times _ôÖ¢""""""""@BelTel: Rugby World Cup: @KearneyRob in emotional tribute to Ireland captain Paul O'Connell #RWC2015 http://t.co/tknehF34BZ"""""""""""""""
1,593,Visit @EPSGlobal1 Stand E6 today @IPEXPO for a chance to win 2 Tickets to the Rugby World Cup #RWC2015 Quarter Final http://t.co/GQbJkFPnqQ
1,145,With the rugby World Cup being played that weekend at Villa Park  can the #avfc VS #bcfc game even be played that week?! #CapitalOneCup
-1,395,Rugby World Cup 2015: 'Craig Joubert wrong to award penalty' Money generals send grunt  over the top #scot suffering https://t.co/FgXrAkUkUe
2,541,Pre match build up for Argentina vs South Africa in the Rugby World Cup third place play-off https://t.co/eUgNt3TGbt via @audioBoom #london
2,607,I'm no rugby fan but the World Cup match btwn England & Australia match on Saturday just gets me nervous. Come on Roses _ôÍê _ôÍÈ _ôèÊ
2,102,Dear #TaylorMadeEvents. Please do stop sending me rugby World Cup hospitality packages promising me my 'own VIP hostess' #seedy
-1,353,Rugby League  Challenge Cup Final _ôè__ôèÊ_ôÖÅ @ Wembley Stadium https://t.co/2fXBGUU4tt
2,755,@tfluseless @udouseless they signed a deal to promote rugby World Cup using illegal signage.@TfLTPH have them bung to right yet nothing done
1,419,The Rugby World Cup has finally arrived in London. This means one thing and one talking only..... Traffic's gonna be totally  gridlocked.
1,512,The TMO ref in the Rugby World Cup is a farce. If you have a video replay & manage to make the wrong call - WTF? Need to learn from the NFL.
1,435,The Rugby World Cup has finally arrived in London. This means one thing and one thing only..... Traffic's gonna be totally  gridlocked.
1,17,Day three at Bentley Woodfair. Just got back after watching Samoa vs USA at the rugby world cup. #Come on England http://t.co/ZpIBA14zkC
0,1087,ITV rugby world cup coverage infuriating. Fantastic atmos for France-Italy  lasers anthems passion Stones strike up and they go to ads!
2,781,Was 5 when West Ham last won @ Anfield they went on then 2win: FA Cup  European Cup Winners Cup & the World Cup in next 3 years #justsaying
0,363,27-25 win for #londonscottish in the B&I cup last week! #rugby #LondonScottish #britishandirishcupäó_ https://t.co/l2Wab1M0GS
0,492,Getting ready to watch the first half the rugby with a cup of tea #sorocknroll
-1,338,Having a cup of tea  and staring into space. (@ Fullerians Rugby Football Club in Watford) https://t.co/tlhvrtoGLD
-1,694,Let the Cup begin! #rugbyrules #gettysport #mygettyoffice #rugby #rwc #england2015_ôˆå_ôˆ_äó_ https://t.co/6dPbbenTy6
2,683,Webb Ellis Cup #rugby  #rugbyworldcup2015 #webbelliscup #louisvuitton @ Louis Vuitton https://t.co/bQdpRkPVUv
1,567,Have you got world cup fever? Come and join Harlequins rugby  minis  youth  seniors  vets  gentlemens teams #Twickenham #teddington #rwc2015
2,984,"@MMandeva @Pr3ntic """"""""Wow  Do you remember where U were when Japan beat South Africa in the Rugby World Cup?"""""""" Yes Watching Man City v West Ham"""""""
0,298,Nice surprise in front of the office...why travel to the World Cup trophy tour when the World Cupäó_ https://t.co/8L5kj2qiLb
2,553,At the opening of the America's Cup (@ America's Cup World Series) https://t.co/cFvz6bCTwl
1,413,@lakematt -hi Matt  many thanks 4 RT of Ofsted's new leaflet. Not long now till Rugby World Cup  & good win by Wales last wkd.
0,254,Gig 3/5 - back at the capital for the Rugby challenge cup final dinner - I bet they loved us!äó_ https://t.co/2n4bZDP1O1
0,562,Zinzan's World Cup Drop - Windsor and Eton - 3.7% ABV. B+ star... (Zinzan's World Cup Drop) https://t.co/wgPOUYkB0F #photo
1,163,So what kind of alternative measures I can take for the rugby wold cup... This is my way home! (at @nationalrailenq) https://t.co/s8eSGiiG05
1,364,Watching the Ladbrokes rugby challenge cup final... (@ Wembley Stadium in Wembley  Greater London) https://t.co/HolXosocY4
-1,399,Happy birthday husbumino! Better 10 months late than never! Bloody Rugby Work Cup dates.äó_ https://t.co/4AmuwtncdI
0,841,Who will win the finale and that all important cup? Great day together with Find Rugby Now and thanksäó_ https://t.co/9TR055RHQl
0,687,"""""Just found this  a couple of World Cup and FA Cup winners with a very tired photographer.äó_ http://t.co/lR0g5H0Bz6 http://t.co/kgGbyq5uST"""""""
-2,137,El museo del Rugby. El origen de nuestra #pasion #Rugbyhistory #Rugby @ World Rugby Museum https://t.co/lQKtADYnp2
2,740,Rugby with daddy!!! #SouthAfricavsUSA #RugbyWorldCup2015 @ Rugby Worldäó_ https://t.co/qUzBmtKUKn
1,401,The @TelegraphRugby World Cup email roundup really might as well be called the England Cup roundup
1,744,Great to attend the America's Cup World Series Kick off at Portsmouth today. The America's Cup is theäó_ https://t.co/CgX3wj9XOD
2,344,Time for a new hobby .. Been to a World Cup and a euro with England .. FA cup final promotion relegation with Whu.been there done it .
2,652,6N no preparation for a world cup
0,437,WORLD CUP TOMORROW _ôè__ôèÊ
-1,572,@EverardsTiger when is the world cup?
0,353,The last time I saw Origi play was the world cup and I was impressed. Him  Markovic and Ibe should be starting league cup and Europa matches
2,703,So @FCBarcelona could still win six trophies this year  repeating their feat of 2009. 4 down  domestic Super Cup and World Club Cup to come
-1,760,Or maybe the World Cup final... https://t.co/67lxJtzwnD
2,60,World Cup @ Covent Garden https://t.co/KKFnlmDYef
-1,602,@TLGooner & a World Cup winner.
1,801,#rugby  #allblack #namibia  #rugbyworldcup2015 #tv #rugbyworldcup #newzeland #england @ Rugby Worldäó_ https://t.co/5MUtQK7EJP
2,508,European Cup Winners' Cup Final? The FA Cup winners against the holders of the @DFB_Pokal at the #EmiratesCup2015 http://t.co/LhOzLnOZNu
2,921,Haka pleeeeease _ôÖÖ #haka #nz #rugby #olympicstadium #rugbyworldcup #allblacks #london @ Rugby Worldäó_ https://t.co/L058oJk0Iu
0,513,At the Copper Box to shoot the BT World Wheelchair Rugby Challenge #wwrc #muderball #rugbyäó_ https://t.co/Vc0J2rvOZ8
-1,647,_ô_ç_ôëƒ @ The Americas Cup World Series Portsmouth https://t.co/6Tnbx3WwOA
-1,626,England to win the world cup fiffa
2,518,Success angling for the World Cup https://t.co/BL8KQflmd4 #fishing https://t.co/4WoTX2xZK4
0,721,World Cup final. So pumped @ Twickenham https://t.co/1T0nnwnJvA
0,456,I don't see what the fuss is about  with this Rugball World Cup
2,581,Doing work for the World Cup tonight _ôÖ__ôÖ__ôÖ_
2,642,World Cup winner in our squad at last
-1,621,@SkySportsNewsHQ   skyscum has no respect for the world cup
-1,521,England vs Scotland world cup COME ON
1,705,It was A European cup  but not THE European cup! https://t.co/y6ZvSXTmrP
-1,584,@carolinebarker Don't get me wrong  5th in the WORLD is magnificent. But didn't they just finish 3rd in the WORLD Cup?!
2,48,Best coffee cup ever. #kimsede #benden #daha #gí_zel #cup #olamaz #peace #cup #wolkwagen #t1 @äó_ https://t.co/a4DDN1F7b6
1,685,@HWatson9 Definitely a cup. FA Cup would be amazing.
2,488,World Cup Cuties #rugbyworldcup2015 @ The Northcote Pub https://t.co/FQ74tCjo62
2,14,_ôˆ__ôˆŸä_µ¥Ÿè (@ America's Cup World Series) https://t.co/9Ol1kL1DgM http://t.co/e6lgoNw7Fe
-1,428,England in Scotland's World Cup group #tasty
-2,796,Egg chasing World Cup Final 2015 @ Twickenham https://t.co/BxHEwzJXYV
2,145,Australia are going to win the World Cup aren't they? _ôÖ© #RugbyWorldCup
2,371,_ôˆ__ôˆŸä_µ¥Ÿè (@ America's Cup World Series) https://t.co/9Ol1kL1DgM http://t.co/Q0beI8zU9D
2,23,World Cup   rugbyäó_¥Ÿè @ London  United Kingdom https://t.co/NHMCxEUmxa
1,489,Can't wait for the World Cup!!! _ôë_ #rwc2015 #weartherose #England @ The O2 https://t.co/ABSLrsybHF
-2,17,Trend Alert: 'U17 World Cup'. More trends at https://t.co/do7Hdxwcnc #trndnl https://t.co/cDxy32YCfj
1,1038,World Cup fever! #RWC2015 @ The Duke Of Wellington https://t.co/UIeFuYnpqA
1,1025,This picture was taken when #SriLanka qualified for the 2nd World Cup byäó_ https://t.co/WyYfRIOzqR
2,635,Prep for the world cup is heating up. @ Twickenham Stadium https://t.co/h973wh52Er
1,329,Trend Alert: 'World Cup to 40'. More trends at https://t.co/do7Hdxwcnc #trndnl https://t.co/Krkf8A27FL
-2,505,#itsyourcall World Cup #heineken @ Windmill Clapham https://t.co/K6GX2ALc5y
2,314,The baker cup!!! @ Chessington World of Adventures Resort https://t.co/Dpx6m0Jijq
2,602,That's what winning a World Cup feels like! @ Twickenham https://t.co/3srt1skimc
0,565,Rugby legend John Eales and World Rugby Chairman Bernard Lapasset on stage to celebrate theäó_ https://t.co/QgUUuJkI6j
2,187,Rugby World CupSemi Final day LETS GO ALL BLACKS #Twickenham #Rugby #WorldCup #NewZealand #AllBlacksäó_ https://t.co/VH2NqimLM1
