Score,Rank,Text
-1,595,#bonfirenight #fireworks @ Lighthouse Inn https://t.co/dnVgtQdnNY
0,595,The Fireworks @ New River Studios https://t.co/oYsp2WiRcz
1,596,#Vitoriaparkfireworks #eastlondon #lovelondon @ Victoria Park for fireworks https://t.co/2CGrucxpM6
2,596,Fireworks from el balcon âœ¨âœ¨ #victoriapark #fireworks @ Connaught Works https://t.co/OJz0J6AvAN
-1,598,So much love for #guyfawkesnight #fireworks @ Tooting https://t.co/jjAGzXymoy
1,599,#cabbiesview #fireworks #funtimeswithfriends @ Fireworks Festival Alexandra Palace https://t.co/AkvopKNt88
0,601,Fireworks âœŒ_Ÿè_ï¸è @ The Ageas Bowl https://t.co/3QrTnPxYhY
0,601,More happy customers #fireworks @ HaroldWoodfireworkshop https://t.co/GSTnWeg1Rz
2,602,Awesome fireworks this eve _Ÿ’¥ @ Ashurst  West Sussex https://t.co/IbObfA7QBg
1,602,Fireworks _Ÿ_† @ Blackheath Common https://t.co/Fg3DHn1qMT
1,603,#fireworks #tallships #tallshipsfestival @ Felstead Gardens https://t.co/7Xni2PVgNW
1,604,#fireworks #tallships #tallshipsfestival @ Felstead Gardens https://t.co/woUQD3j4v8
0,604,Girlies _Ÿ˜˜_Ÿ’– #fireworks #leedscastle @ Leeds Castle https://t.co/jTvPSriIsB
1,605,Fireworks! @ Battersea Park Fireworks https://t.co/PqPzw3mA5L
1,606,Fireworks en Covent Garden. @ Covent Garden London https://t.co/gmyuJpwYq9
1,607,#fireworks #tallships #tallshipsfestival @ Felstead Gardens https://t.co/rD5vpjhkW3
0,607,Not sure if Fireworks are happening or the forest is on fire.....  #Fireworks #Rain @ Center Parcs -â€_ https://t.co/8Cz1HWiq4q
2,608,#barking #barkinganddagenham #barkingfireworks #barkingfireworksdisplay #barkingpark #fireworksâ€_ https://t.co/nNzLeO8P1o
2,608,Excellent fireworks at the palace tonight! @ The Crystal Palace https://t.co/DbvUS6JbXh
2,608,Fireworks! _Ÿ_ƒ_Ÿ•¸_ŸŒœâ˜„ #ripleybonfire #fireworks #friends #drinks #halloween @â€_ https://t.co/QA2vJvLd76
1,609,#cabbiesview #fireworks #funtimeswithfriends @ Fireworks Festival Alexandra Palace https://t.co/Y9a0f1CejV
2,609,Last night I bumped into my sis at the fireworks _Ÿ’¥âœ¨_Ÿ‘_âù_ï¸è #bestfriends #bonfirenight #fireworks #girls @â€_ https://t.co/Eh1UeAAkGW
1,612,_Ÿ’«_Ÿ’¥_Ÿ’¥_Ÿ_† #instafireworks @ Walkers Cricket Ground Fireworks https://t.co/ajWVyNKXkk
1,612,Fireworks over (Hackney) Broadway. #nofilter @ Broadway Market https://t.co/8ACQknIaX0
1,612,Just posted a video @ Ampthill Fireworks https://t.co/ZQN4IRza9g
1,613,Ally Pally Lasers @ Fireworks Festival Alexandra Palace https://t.co/NG0kQuXkIW
1,614,#cabbiesview #fireworks #funtimeswithfriends @ Fireworks Festival Alexandra Palace https://t.co/WE4xFuweEY
1,614,Fireworks with these girlies _Ÿ’— #fireworks #guildford #girlies @ Stoke Park  Guildford https://t.co/wvz5aV8eoW
1,616,_Ÿ’¥_Ÿ’¥_Ÿ‘Œ_Ÿè» @ LBL Blackheath Fireworks https://t.co/Nr8jBqETJy
-1,617,Fireworks!!!!!! _Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ_†_Ÿ_†_Ÿ_† @ Ruislip Rugby Club https://t.co/KHf7gyOMGN
1,618,Battersea Bonfire #battersea #fireworks #london @ Battersea Park Fireworks https://t.co/gYY2jPuD9M
2,619,Bonfire night @ Fireworks Festival Alexandra Palace https://t.co/jDriSCBUuQ
1,619,The beautiful fireworks at Richmond Athletic Ground â˜”ï¸è_Ÿçº_Ÿ_‰ #beautiful #fireworks #Richmondâ€_ https://t.co/r5aeRl9DId
1,620,#cabbiesview #fireworks #funtimeswithfriends @ Fireworks Festival Alexandra Palace https://t.co/wB6tuWPDMA
0,620,Fire  flowers fireworks @ Fireworks Ealing Cricket Club https://t.co/dTAFxVStIM
1,623,#Fireworks #london #magic @ London  United Kingdom https://t.co/WKo34H6ZwC
1,623,Another year with Blackheath Fireworks _ŸŒŸ #GuyFawkesNight @danjdear @â€_ https://t.co/ZmHmprjsRW
2,623,Fireworks night! _Ÿ_†_Ÿ_† #sufireworks #fireworksnight @ University of Essex https://t.co/CZj5kCzOLU
1,624,Breathtaking #fireworks display at #Ascot @ Ascot Racecourse https://t.co/cUl7obNLPN
1,625,#Fireworks pre Concert @ Morris Park https://t.co/FolqVIzfT7
1,625,Lighting up the sky âœ¨ #bonfirenight #fireworks #london @ Blackheath Common https://t.co/BApILsFwfj
0,625,Still love a bit of Cassiobury Fireworks _Ÿ’¥_Ÿ‘«_Ÿ_€_Ÿ_† @ Cassiobury Park Fireworks https://t.co/Et0tGjUrNL
1,627,#cabbiesview #fireworks #funtimeswithfriends @ Fireworks Festival Alexandra Palace https://t.co/SWfqh3heJz
0,628,_Ÿ’¥_Ÿ_‰_Ÿ˜˜ @ Upchurch Fireworks https://t.co/FcmWn8zCyA
1,628,Fireworks at Center Parcs @ Center Parcs - Woburn Forest https://t.co/NL53fB6BM6
0,628,The Fireworks. Again. @ New River Studios https://t.co/vm3GqUgPF9
2,629,Our own private fireworks show _Ÿ_† @dj_billowes @ Imperial Warf https://t.co/7NtTfnzkd7
1,630,#fireworks #tallships #tallshipsfestival #greenwich @ Felstead Gardens https://t.co/k0pZOsOFjn
1,631,_Ÿ’¥_Ÿ’¥ @ Fireworks Festival Alexandra Palace https://t.co/3I7mOl8bdc
1,632,Fireworks tonight @ Stonham Barns Leisure & Retail Village https://t.co/ss9Rphb8rY
-1,633,#fireworks #jerseyfarm #StAlbans #WalshDeBooRamsayAutumnFest @ Jerseyâ€_ https://t.co/aJoVRNCJWW
1,633,Leeds castle #fireworks #guyfawkesnight @ Leeds Castle https://t.co/MvihGSvL5p
0,634,Alexandra Palace Fireworks Festival with @richardcgoodman _Ÿ‘«âœ¨_Ÿ_†_Ÿ’«_Ÿ’› @â€_ https://t.co/954qXw8eOm
1,635,Fireworks with my fav little one _Ÿ’¥ @ Butterfly World Project https://t.co/upalBKzDHU
-1,635,FIREWORKS! @ Fireworks Festival Alexandra Palace https://t.co/uBwc4Fu8Fi
0,636,Fireworks _Ÿ™Œ_Ÿ˜›_Ÿ_‰_Ÿ_‰ #london #uk #eurotrip #jeffrodworldtour #vacation #sohappyâ€_ https://t.co/EyI7IdbZ2e
0,638,Closing soon  get down and get your fireworks! 07940980485 @ HaroldWoodfireworkshop https://t.co/qX1E66VZpU
1,640,Seconds before the fireworks scared us (me) to the ground. Ha! #hookedup #vfestival #elliegouldingâ€_ https://t.co/FcZ90XYt25
1,640,Some amazing fireworks tonight _Ÿ’¥_Ÿ_†_Ÿ_‡_Ÿ_€ #waroftheworlds #windsorâ€_ https://t.co/jjRvvGe8fK
1,641,End of the fireworks display _Ÿ_‡_Ÿ_† @ Victoria Park https://t.co/Aa6y1Btiey
0,641,Having a drink _Ÿç» waiting for the fireworks @ Steveadores https://t.co/BQ3PzCZpb6
2,641,Incredible Fireworks at Heyshott tonight _Ÿ’• #fireworks #fireworksnight #fireworksdisplayâ€_ https://t.co/wF5b457tMf
1,642,_Ÿ‡¬_Ÿ‡§ #leedscastle #fireworks @ Leeds Castle https://t.co/04jNcS9Y6q
-1,643,#cabbiesview #fireworks #funtimeswithfriends @ Alexander Palace https://t.co/X8Zk2W7Eh8
0,647,After what's happened in Paris I wish people would fuck off with their fireworks
2,649,Bonfire Night Fireworks @ Battersea Park Fireworks https://t.co/DaS7yuM9sa
1,649,Carshalton Fireworks with Grandad _Ÿ’¥âù_ï¸è @ Carshalton Fireworks https://t.co/ZFFGTGZq1G
1,649,Fireworks @ Greenwich Pier https://t.co/QS7Wkp34zD
2,649,Fireworks in Battersea Park from Albert bridge. #London #fireworks #bonfire #night @ Albert Bridge â€_ https://t.co/CDrmNHem6Z
1,650,#cabbiesview #fireworks #funtimeswithfriends @ Fireworks Festival Alexandra Palace https://t.co/Pajb4SQu1M
1,650,Leeds castle #fireworks #guyfawkesnight @ Leeds Castle https://t.co/Xb7sX2YgYF
1,652,Woking Fireworks @ Woking Town Centre Square https://t.co/FBKJUldaI0
1,653,#Fireworks _Ÿ’¥_Ÿ’¥_Ÿ’¥ @ Chiswick Business Park https://t.co/aoWrUcpWfO
1,653,#leedscastle #fireworks @ Leeds Castle https://t.co/ONW8P9FGJ7
1,654,Battersea Park you know how to do fireworks! #Royals #London #fireworks @â€_ https://t.co/OozC5h0UKQ
1,655,Fireworks with hub @01alvin82 #flamingarrows #musketfiring #fireworks #guyfawkes #hotdogs @ Royalâ€_ https://t.co/DR8sElVIxB
1,656,The best vantage point for Guy Fawkes fireworks #happybirthdayspencerâ€_ https://t.co/llu2BqOBNo
1,657,#cabbiesview #fireworks #funtimeswithfriends @ Fireworks Festival Alexandra Palace https://t.co/itawoHE2qL
1,657,Check Our Fireworks #fireworks #wtf #bang #diehard #brucewillis #action #londonfields @ Londonâ€_ https://t.co/pProdvDQtS
-1,657,If ever there is a time where I don't find fireworks amazing  kill me #batterseaparkfireworksâ€_ https://t.co/VXSHojyrKT
1,662,#cabbiesview #fireworks #funtimeswithfriends @ Fireworks Festival Alexandra Palace https://t.co/a5wXhQIIHr
2,662,Friday night fireworks with the Bradings. (@rabrading @gbrading) #fireworks #bonfirenight #november @â€_ https://t.co/ZzQUDvEXWW
-1,663,Lush night #AllyPally #Fireworks #LazerShow âœ¨âœ¨âœ¨ @ Fireworks Festival Alexandra Palace https://t.co/lTmrCiQu2Q
1,663,Quex Park fireworks are always so spectacular _Ÿ˜Å @ Quex park https://t.co/ofoPyrGLyT
1,664,_Ÿ”ù_Ÿ”ù_Ÿ˜„ @ Victoria Park for fireworks https://t.co/ctMiyCVWq4
-1,664,Waiting for the fireworks... _Ÿ’¥âœ¨_Ÿ‡¬_Ÿ‡§ @ Madison Rooftop Bar  London https://t.co/oH7kzgOLYQ
-1,665,fireworks from last night _Ÿ_† @ Cassiobury Park https://t.co/X6QcHO7zRo
1,666,Check Our Fireworks #fireworks #wtf #bang #diehard #brucewillis #action #londonfieldsâ€_ https://t.co/pProdvDQtS
1,667,A night watching @seafretofficial & fireworks _Ÿ_†_Ÿ_¶ @ Shoreditch House https://t.co/hLAD9jEQFS
0,667,Abstract fireworks @ Beckenham Rec https://t.co/vLEbXvPhMO
0,667,This is what happens when we go to see local fireworks _Ÿ˜‚_Ÿ˜‚ #Nutterâ€_ https://t.co/8FNztddBde
1,667,View of the fireworks from Railway Cottage. @ Railway Cottage https://t.co/1IUes3Yjik
-1,670,Fireworks fireworks fireworks @ Fireworks Festival Alexandra Palace https://t.co/2OQas5qQ9r
2,672,_Ÿ’¥ fireworks #guyfawkes @ Kings Langley https://t.co/FZPBQVeFqV
1,672,_Ÿ’«âœ¨_Ÿ’– #fireworks #allypally @ Fireworks Festival Alexandra Palace https://t.co/rjtKSLjG3N
2,672,Last night :)) #bonfire #fireworks @ Blackheath  London https://t.co/knUKAN9jCE
-1,675,Back at Tully's for fireworks #tullysfarm #fireworks @ Tulleys Shocktober Fest Scream Park https://t.co/oV0ePLuaA1
1,675,Fireworks family fun in Harrow! #fireworks #harrow @ Byron Park https://t.co/FjYfQWRfJG
0,677,Battersea Park 2015   #fireworks #london #battersea #dji #dronepicâ€_ https://t.co/wqi0Owtd5O
2,679,Fireworks in slow motion. Taken on theâ€_ https://t.co/CoFGJxBZHW
1,679,Fireworks over the Thames to round of a grand and hungover 25th birthday #fireworks #birthday #oooâ€_ https://t.co/XzhEOZMRip
1,681,we might have seen many fireworks but the views were still good_ŸŒƒ_ŸŒ‰_ŸŒ_ @â€_ https://t.co/kPH3lUGwpG
-1,682,Fireworks _Ÿ_† (@ Ruislip Rugby Club in Ruislip  uk) https://t.co/JvKJBPB8KP
1,682,Just having a good time at Richmond Athletic Ground for fireworks _Ÿ’™ #cutetimes #richmond #fireworksâ€_ https://t.co/mHeMbsKN2D
0,682,Who actually lets #fireworks off at 12.30 in the afternoon?!? Wankers
2,685,Set them all off NOW. Daytime fireworks are amazing! X @ Victoria Park https://t.co/8U8sOZm2qz
2,686,Firework or UFO? @ LBL Blackheath Fireworks https://t.co/EShi1JaW0M
2,686,Fireworks night with this one _Ÿ_†_Ÿ_‡âù_âù_ #fireworks #november #cold #firework #boyfriend #boy #fifthâ€_ https://t.co/3DSKPtVduf
2,686,Last nights fireworks. #bonfirenight #fireworks #bonfire #november5th #guyfawkes #guyfawkesnight @â€_ https://t.co/abEmdG9TXQ
-1,687,âœ¨Watching other people's fireworks from my window #hyperlapse #fireworks #trippy _ŸŒŒ_Ÿ_‡ @ London  Unitedâ€_ https://t.co/ZbagHgNLT1
0,687,Fireworks at Blackheath @ Blackheath Common https://t.co/JR1SuIYNKo
2,687,First fireworks display _Ÿ_† #fireworks #bonfire #first #monkeydolley #princessayidâ€_ https://t.co/DMbVImCZNQ
1,688,#fireworks #guyforks #blackheath  #london @ Blackheath Common https://t.co/sk8rzhOSgp
0,690,Much #latergram from our local little fireworks display... #fireworks #bonfirenightâ€_ https://t.co/GBIvN2r8Km
1,691,Best #Fireworks display EVER... absolutely incredible! @ Fireworks Festival Alexandra Palace https://t.co/sbykQCFcj2
1,691,Fireworks @yourallypally #bonfirenight #beerfest #foreworks lizparkhouseâ€_ https://t.co/82Xvh6Kq8j
2,693,Wimbledon fireworks #bonfire #bonfirenight #fire #wimbledonpark #london @ Wimbledon Park Fireworks https://t.co/0B21w025Fe
2,694,#leedscastle #fireworks @ Leeds Castle https://t.co/4hfH4JIdrH
0,695,Fireworks in Bishops Park with vospie @tessav4 #fireworks #fulham #bonfirenight #photographer #purpleâ€_ https://t.co/7FUx819sIW
1,699,Fireworks fireworks fireworks @ Fireworks Festival Alexandra Palace https://t.co/A7viJA0lSb
1,701,#fireworks #fireworkshow #cantleyparkfireworks @ Cantley Park https://t.co/e3g0aeUHYh
1,701,Fireworks make me happy _Ÿ˜€ #friends #dirtydancing #sundayfundayâ€_ https://t.co/dMkh2YYHOM
2,701,Whoa lights! #allypally @ Fireworks Festival Alexandra Palace https://t.co/0nJ1quhd4V
-1,702,@precision1976 @theparkclubwith @porscheretailgroup for their fireworks show tomorrow night #911â€_ https://t.co/Hy4TnHDlT8
-1,703,Fireworks _Ÿ_†_Ÿ_‡ (@ Ruislip Rugby Club in Ruislip  uk w/ @skbell1991) https://t.co/rHKHnJk1v7
1,703,We didn't have fireworks but we had a #Dynamo #bonfirenight #magic @ Eventim Apollo https://t.co/Y3R4eUHQMD
1,705,Wimbledon Fireworks. Mini donuts 4 for Â£3 @ Wimbledon Park https://t.co/x8BcixskPf
-1,709,I LOVE FIREWORKS
1,710,Blackheath fireworks _Ÿ’¥ @ Blackheath Common https://t.co/KeN6KnrxsI
1,710,_ŸŒŒ @ Fireworks Festival Alexandra Palace https://t.co/TaWR1w42WA
1,711,#boom @ Fireworks Festival Alexandra Palace https://t.co/DhTK1ELsn5
1,711,_Ÿ˜ç_Ÿ_‡ @ Fireworks Festival Alexandra Palace https://t.co/kZ5DpQve0M
1,713,G Force âù_ï¸è @ Cassiobury Park Fireworks https://t.co/aLD9dAIYpA
2,715,#fireworks #bonfire #bonfirenight #london @ London  United Kingdom https://t.co/EO3vGl3Ibs
-1,716,Jaan and his dad walk home after fireworks at Battersea Park #fireworks #battersea trains #Londonâ€_ https://t.co/h0FVs2Il6s
1,717,#FireWorks Baybay!!! _Ÿ‘Œ_Ÿè» @ Blackheath Common https://t.co/AaQN0WhH6n
1,717,Just posted a photo @ LBL Blackheath Fireworks https://t.co/eobpni2VFS
-1,718,@rebloo fireworks night @oxo_tower @ Oxo Tower Restaurant https://t.co/QORq026Cjs
0,718,Remembrance fireworks! _Ÿ_†_Ÿ’¥ #rememberance #fireworks #kingston #london @ Kingsmeadow https://t.co/E8ynXSvqxt
-2,720,Ascot fireworks init. @ Ascot Racecourse https://t.co/EuTTlePhcu
0,720,Battersea park fireworks with my love âù_ï¸è _Ÿ_€âœ¨_Ÿ’«_Ÿ_† #bonfire #fireworksâ€_ https://t.co/lRJxqtzoYJ
1,720,Fab fireworks #LCFireworks @ Leeds Castle https://t.co/OtWZJJMg83
-1,720,This is cute as fuck _Ÿ’¥_Ÿ’› #bonfirenight #fireworks @ Stoke Park  Guildford https://t.co/1SEKOlQXwQ
1,721,#fireworks #sgp _Ÿ’¥ @ Secret Garden Party https://t.co/FwVfUHpgLo
2,721,Amazing fireworks ascot _Ÿ_‰ @ Ascot Racecourse https://t.co/2BzSm5etmx
1,724,#fireworks going off left  right and centre. @ Blackheath Common https://t.co/l50vzmL7SL
-1,724,Good #bonfire :) @ Wimbledon Park Fireworks https://t.co/4OE6x3CHAC
1,724,I could be there all night _Ÿ_‡_Ÿ_† @ Fireworks Festival Alexandra Palace https://t.co/Ox0OmpohI9
1,726,_Ÿ_† #razzledazzle #nightsky #fireworks @ Deptford https://t.co/PhRVkTmQ1c
1,726,Fireworks with my best pal _Ÿ_† #bonfirenight #fireworks #home @ Barnes  London https://t.co/4Xx7feCe40
1,727,#fireworks #selfie #alleypallypark #lovehim @ Fireworks Festivalâ€_ https://t.co/zCaHFn6gb3
0,728,#fireworks @ Barton Rovers Football Club - Social scene https://t.co/TwnpqPAhgB
1,728,Fireworks at the London Eye.  #London #fireworks #england #night #noflash #londoneye #uk #britainâ€_ https://t.co/FOSivLivIw
-1,729,Fireworks at Alexander palace! #alexanderpalace #fireworks @ Fireworksâ€_ https://t.co/SAQ1WZVI3p
1,730,#messages @rebloo fireworks night x @ Oxo Tower Restaurant https://t.co/gJJl647SFN
2,730,Last night: fireworks! _Ÿ_†_Ÿ_†_Ÿ_† @ Victoria Park https://t.co/Anod2OI9ht
0,730,Lazerbeams before the fireworks #London #fireworks @ Fireworks Festival Alexandra Palace https://t.co/ym1UQROOiM
2,730,Slo-mo fireworks @ Alexandra Palace https://t.co/JbkH0kuzRc
1,731,_Ÿ˜»_Ÿ”¥ @ Fireworks Festival Alexandra Palace https://t.co/TLrxyfdTQG
1,731,Just posted a video @ Ampthill Fireworks https://t.co/y6b4TOpAq7
2,732,Fireworks night (@ Carshalton Park in Carshalton  Surrey) https://t.co/qbMFR4ZrM8
-1,734,Fireworks #fireworks #wtf #bang #diehard #brucewillis #action #londonfields #swegwayâ€_ https://t.co/pProdvDQtS
2,735,Amazing fireworks #fireworknight #essex #guyfawkes @ HaroldWoodfireworkshop https://t.co/ohSfbzepfW
2,735,Fire Fire _Ÿ’¥_Ÿ”¥ @ Battersea Park Fireworks https://t.co/EV62Zc2GvS
1,739,_Ÿ”¥ @ Littlehampton Bonfiire & Fireworks https://t.co/jOPlmfD7KW
-1,739,I love me some fireworks! #allypally @ Fireworks Festival Alexandra Palace https://t.co/YXWaqKGLoP
1,740,#fireworks @diszegidalma âœ¨_Ÿ’« @ Battersea Park https://t.co/3R0KfIlzBW
1,741,Firework! #AllyPally #AlexandraPalace #fireworks @ Fireworks Festival Alexandra Palace https://t.co/Ob7FCZI5QX
0,743,#fireworks #tallships #greenwich @ Felstead Gardens https://t.co/DgC8FmXcBj
0,744,Fireworks at Ally Pally! #alexanderpalace #fireworks @ Fireworks Festivalâ€_ https://t.co/xmYaT77liY
1,744,Fun times at Wimbledon Park Fireworks! Happy 5th November everyone! #fireworks #london @ Wimbledonâ€_ https://t.co/q3T496DkDQ
2,745,Fireworks for Bonfire. So cool. #London #Fireworks #Bonfire #Englandâ€_ https://t.co/los3bzMdh1
1,745,On the A12  #fireworks @ HaroldWoodfireworkshop https://t.co/DspG0gzMm0
-2,748,@DruggyBuilder fireworks night has GLT gone off with a bang???_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç
1,749,The big finale.. @ Fireworks Festival Alexandra Palace https://t.co/MKWx4bsBug
-1,749,Uncle Sam and Nina watching the fireworks _Ÿ_†_Ÿ™Œ #allypally #bonfirenight #fireworks #family @ Alexandraâ€_ https://t.co/Bc4jT3zjY9
0,750,I bloody love fireworks  and these two humans. _Ÿ’œ_Ÿ_‡ @ Fireworks Festival Alexandra Palace https://t.co/KN0YsVPyjp
1,754,_Ÿ_‡ @ Fireworks Festival Alexandra Palace https://t.co/NcxqLqpQKl
-1,754,Why are there fireworks?
2,755,Bangin night at the fireworks. @ Ascot Racecourse https://t.co/7Bq6lwmDmW
2,758,Love hearts in the sky #fireworks #love @ Fireworks Festival Alexandra Palace https://t.co/Cw9lru9FWh
1,762,"""Gunpowder treason and plot!"" @ Battersea Park Fireworks https://t.co/kzOAXp0qua"
1,765,Lovely evening of #Fireworks   #BonfireNight #Beers&Burgers  #probablythebestphotoiveevertaken @â€_ https://t.co/bxLTa00bOi
1,766,#fireworks @ Felstead Gardens https://t.co/7305tuUjNh
0,769,Oh yes. #blackheath #fireworks _Ÿ_†_Ÿ_‡ @ Blackheath Fireworks https://t.co/Q8Pf74xye3
1,771,#bonfirenight celebrations #fireworks #sparklers #london @ Blackheath Common https://t.co/QInu7dwJ1q
1,771,#fireworks @ Victoria Park https://t.co/gIFCW7rDeC
1,772,Fireworks at home courtesy of balloonatics_ongar great fireworks thanks girls!!! #fireworks #ongarâ€_ https://t.co/E0S9TVqHQA
0,773,#bonfire # fireworks #london @ Blackheath  London https://t.co/mR1tZkpYEJ
1,773,#london #fireworks #bonfirenight @ Clissold Park https://t.co/ZMaYsCZIy7
-1,773,This photo blows my mind. Fireworks are the most beautiful things ever inâ€_ https://t.co/ihMOLhcGet
1,775,Great fireworks in Blackheath #fireworks #blackheath #pretty #london @ LBL Blackheath Fireworks https://t.co/je6vB9tv5L
1,777,Ally Pally fireworks! #fireworks #alexanderpalace @ Fireworks Festivalâ€_ https://t.co/khmxRqUdIN
1,778,#fireworks #viewfrommybalcony #savehaggerstonpool #savehaggerstonbaths #weathervane #lovehackney @â€_ https://t.co/W9OiFKdFza
0,782,I'm missing you. _Ÿ˜”_Ÿ˜«_Ÿ˜©_Ÿ˜_ #samsmith #laymedown #fireworksfestival #fireworkshow #fireworks @ Fireworksâ€_ https://t.co/zXP40KauXK
1,783,#blackheath fireworks @ Blackheath  London https://t.co/38LtmeMMMU
1,784,#fireworks @ Central Park of Dartford  Kent UK https://t.co/4BMbLDN7jj
-1,784,On my big brother balcony watching some off London letting off fireworks #fireworks #london @ Skyâ€_ https://t.co/bdqGpsiZq7
1,786,_Ÿ_†_Ÿ_†_Ÿ_† @ Epsom Fireworks https://t.co/eXtEX0jCJA
0,787,Fireworks family fun in Harrow! _Ÿ’¥_Ÿ’¥_Ÿ’¥_Ÿ’¥ #fireworks #harrow @ Byron Park https://t.co/rVZpD9jWHa
2,790,Fireworks night at Ally Pally _Ÿ_€ @ Fireworks Festival Alexandra Palace https://t.co/57rVzdhjdC
1,790,The best fireworks I've ever seen _Ÿ˜ç_Ÿ’¥ @ Battersea Park Fireworks https://t.co/m6xYJspg5X
1,793,Slo-mo fireworks at Southwark Park keeping it real... #southwarkfireworksâ€_ https://t.co/kpOuA2ck9j
1,794,Wrapped up warm for the firework! #fireworks #alexanderpalace @ Fireworksâ€_ https://t.co/vsorEinU7H
1,795,fireworks and hot chocolate _Ÿ‘_ @ Morden Park https://t.co/01vjLXzEJ5
-1,795,Fireworks! _Ÿ’¥_Ÿ’¥ @ Guildford RFC https://t.co/zo4NbVcc7p
2,795,Magic Blackheath Fireworks https://t.co/ypV3e6cBxV
1,797,#fireworks #guyfawkes #bonfire @ Grove RFC https://t.co/X3wee5qjw5
2,797,Firework night_Ÿ_† @ Barnes Fireworks https://t.co/B6Qjl5HSgb
1,799,bonfire and fireworks _Ÿ’« @ Battersea Park https://t.co/1PH56v0E1j
2,800,Bonfire night #batterseafireworks #nofilter #fireworks @ Battersea Park https://t.co/LWfbDEO7xY
1,800,Just posted a video @ Fireworks Festival Alexandra Palace https://t.co/8GU821MXsf
-1,800,Victoria Park #fireworks @ Bow Quarter https://t.co/2ut0Fkc8Iy
2,801,Last Night Fireworks _Ÿ_‰ #London @ London  United Kingdom https://t.co/v3ErDpgxaM
0,801,marvaef49 & I at Crystal Palace 150th Fireworks #bonfirenight #fireworks @ Crystal Palace Park. https://t.co/GoJRJ1OrAN
-1,804,2 day late fireworks session _Ÿ_†_Ÿ_ˆ @ Quex park https://t.co/BLLhYYWLc3
0,805,Fireworks _Ÿ_† @ Battersea Park https://t.co/1OuKgBcK1n
1,806,#fireworks Victoria Park @ Bow Quarter https://t.co/KeEldn3EAB
2,807,#allypally fireworks @ Fireworks Festival Alexandra Palace https://t.co/b0ZqLYVDQz
0,809,Victoria Park is set and ready for the fireworks. https://t.co/NhrXNeBpIL
1,810,St Albans Fireworks @ Verulamium Park Fireworks https://t.co/IIwqFdInrH
0,811,Blackheath do have the best fireworks _Ÿ’¥ @ Blackheath Fireworks https://t.co/u8NbmGTxqY
0,811,Purdy @ Fireworks Festival Alexandra Palace https://t.co/Q6IH8as23n
1,816,#fireworks @ Ealing Cricket Club https://t.co/1EvmZaFmNY
2,816,Ready to play after the fireworks! #tring #fireworks _Ÿ’¥_Ÿ’« @ Tring Festival of Fire https://t.co/e9SQKzDhWX
2,819,#FIREWORKS! #wizz #bangs @ Whyteleafe https://t.co/azxf5FoTzh
1,820,Enjoying the German Bier Festival!! #fireworks #alexanderpalaceâ€_ https://t.co/v8mw84tWZV
1,822,#fireworks #verulamiumpark #stalbansfireworks #stalbans @ Verulamium Park Fireworks https://t.co/xVt7mH8oma
0,825,Remember  Remember the 5th of November 1812 Overture #V #1812 #tchaikovsky #fireworks #5thofnovemberâ€_ https://t.co/aIrKXMQvQg
1,826,bang bang (into the sky) â€_ï¸è_Ÿ_†âœ¨ @ Epsom Fireworks https://t.co/bhB3Dsfzd4
1,827,At the #AlexandraPalace #GermanBeerFestival before the #fireworks later tonight! Currently have a jugâ€_ https://t.co/7GVr53AbHu
1,828,_Ÿ_‡ _Ÿ’«_ŸŒŸ _Ÿ_‡ _Ÿ’«_ŸŒŸ FIREWORKS _Ÿ_‡_Ÿ’«_ŸŒŸ_Ÿ_‡_Ÿ’«_ŸŒŸ #batterseafireworks _Ÿ_‡_Ÿ’«_ŸŒŸ_Ÿ_‡ @ Battersea Park Fireworks https://t.co/BpEjFlbEJW
1,828,Fireworks #batterseafireworks2015 @ Battersea Park https://t.co/tQQ0D3da2X
1,829,Fireworks @ Wimbledon Park https://t.co/PT4G5M9ClD
1,829,Fireworks at Hemel fc tonight âœ¨ #fireworks @ Hemel Football Club https://t.co/Ys8pDUHsGW
-1,830,#fireworks #jerseyfarm #StAlbans #WalshDeBooRamsayAutumnFest @ Jerseyâ€_ https://t.co/InxA3Cvofv
0,832,Firework night / bonfire night @ Battersea Park Fireworks https://t.co/szmcLcZgtG
2,834,Great night #fireworks #onlyatfullers https://t.co/QIQQ8eudH7
1,834,Lazzzzzzzers @ Fireworks Festival Alexandra Palace https://t.co/Hr98PuyrHA
1,838,#london #bonfirenight #fireworks #superman pyromusical @ Clissold Park https://t.co/0M2oAX7p5V
-1,838,_Ÿ_† #fireworks @ Highwoods Country Park https://t.co/CjZsXe5BYF
1,839,Just posted a video @ Fireworks Festival Alexandra Palace https://t.co/nHzAce7B8B
1,840,London Fields Fireworks #fireworks #londonfields #hackney @ London Fields https://t.co/0c0GKrUtBo
0,841,It's all sparkles and delight. #fireworks @ Alexandra Palace https://t.co/BHItHy1s9m
1,844,Amazing display _Ÿ_†! #fireworks #fireworksnight #instafireworks #alexandraparkâ€_ https://t.co/cTF4uieYx6
2,845,more excited than most kids here. #fireworks @ Victoria Park https://t.co/0FJR9cnzvj
